qid,name,address,zip,lat,long,url
1886,"MA - US PERIGUEUX / Maison d'Arrêt de Périgueux","2 Place Beleyme",24322,45.1886,0.719136,
1898,"MA - Unité Sanitaire en Milieu Pénitentiaire du CH Carcassonne / Maison d'Arrêt de Carcassonne","3 Avenue du Général Leclerc",11069,43.2108,2.3626,
1899,"MA - US / Maison d'Arrêt de Rodez / Maison d'Arrêt de Rodez","870 Rue des Routiers",12090,44.3783,2.5359,
1901,"CP - US de la Maison d'Arret Seysses / CHU Toulouse / Centre de Détention de Muret"," Route de Seysses",31395,43.4857,1.32001,
1902,"CD - US du Centre de Détention de Muret / CHU Toulouse / Centre de Détention de Muret"," Route de Seysses",31395,43.4857,1.32001,
1903,"CP - US CENTRE HOSPITALIER DE BEZIERS / Centre Pénitentiaire de Béziers","861 Route de Saint-Pons",34032,43.3412,3.18472,
1891,"0 - US / Maison d'Arrêt d'Agen","44 Rue Montaigne",47001,44.1992,0.617271,
1894,"MA - USMP de PAU / Maison d'Arrêt de Pau","14 bis Rue Viard",64445,43.3032,-0.373108,
1888,"CP - US de Gradignan / Centre Pénitentiaire Bordeaux-Gradignan"," Rue du Bourdillat",33192,44.7802,-0.594435,
990099176,Tanzanie," ",99TZA,0,0,
990099177,Tchad," ",99TCD,0,0,
990099178,Tchéquie," ",99CZE,0,0,
1896,"MA - US de Niort / Maison d'Arrêt de Niort","1 Rue du Sanitat",79191,46.3242,-0.466771,
1893,"MA - US CH COTE BASQUE / Maison d'Arrêt de Bayonne","44 Rue Charles Floquet",64102,43.4918,-1.4633,
1904,"CP - US de Villeneuve Les Maguelone / Centre Pénitentiaire de Villeneuve-les-Maguelone"," Avenue du Moulin de la Jasse",34337,43.5475,3.83031,
1905,"MA - US / Maison d'Arrêt de Mende","37 Chemin de Séjalan",48095,44.5164,3.49283,
1906,"CP - Hôpitaux de Lannemezan / Centre Pénitentiaire de Lannemezan"," Rue des Saligues",65258,43.1087,0.376451,
1907,"MA - TARBES / Centre Pénitentiaire de Lannemezan"," Rue des Saligues",65258,43.1087,0.376451,
1910,"EPM - US EPM LAVAUR / Centre de Détention de Saint-Sulpice-la-Pointe","17 Chemin des Pescayres",81271,43.7762,1.69325,
1911,"CD - US SAINT SULPICE / Centre de Détention de Saint-Sulpice-la-Pointe","17 Chemin des Pescayres",81271,43.7762,1.69325,
1912,"MA - US de Montauban / Maison d'Arrêt de Montauban","250 Avenue Beausoleil",82121,44.0081,1.36269,
1913,"MA - US UF 2760 CH DIGNE / Maison d'Arrêt de Digne-les-Bains"," Montée Saint-Charles",04070,44.0918,6.23476,
1914,"MA - US Gap / Maison d'Arrêt de Gap","1 Place Grenette",05061,44.5599,6.07759,
1915,"MA - US GRASSE / Maison d'Arrêt de Grasse","55 Route des Genets",06069,43.6746,6.90668,
1916,"MA - Nice / Maison d'Arrêt de Nice","12 Rue de la Gendarmerie",06088,43.7114,7.28011,
1917,"CP - LUYNES / Centre Pénitentiaire d'Aix-Luynes"," Impasse du Belier Luynes",13001,43.4851,5.42323,
1918,"CD - US de Salon-de-Provence / Centre de Détention de Salon-de-Provence"," Salon-de-Provence",13103,43.6401,5.06226,
1919,"EPM - US US-SMPR-CSAPA Etablissement pénitentiaire pour Mineur de la Valentine / Etablissement spécialisé pour mineurs de Marseille"," Montée Commandant de Robien",13211,43.2898,5.48264,
1921,"SAS - US SAS / Etablissement spécialisé pour mineurs de Marseille"," Montée Commandant de Robien",13211,43.2898,5.48264,
1922,"MC - USMP MC Arles / Maison Centrale d'Arles","2 Rue Joseph Seguin",13004,43.7091,4.63679,
1923,"CD - USMP CD TARASCON / Maison Centrale d'Arles","2 Rue Joseph Seguin",13004,43.7091,4.63679,
990099179,Thaïlande," ",99THA,0,0,
1926,"CP - US le PONTET AVIGNON / Centre Pénitentiaire d'Avignon-le Pontet","90 Rue Panisset",84092,43.9684,4.86149,
1927," - BASSE TERRE / Maison d'Arrêt de Basse-Terre","4 Boulevard Felix Eboue",97105,15.9927,-61.7276,
1929,"CP - Centre Pénitentiaire de Ducos / Centre Pénitentiaire de Ducos"," ZI de Champigny",97207,14.5791,-60.9858,
1930,"CP - US DU CENTRE PÉNITENTIAIRE DE RÉMIRE-MONTJOLY / Centre Pénitentiaire de Remire-Montjoly","1603 bis Route de la Matourienne",97309,4.87544,-52.2989,
990099180,"Timor oriental"," ",99TLS,0,0,
1932,"CD - US Centre pénitentiaire du Port / Maison d'Arrêt de Saint-Pierre-de-la-Réunion","1 Rue de Cayenne",97416,-21.3414,55.4661,
1933,"CP - US CP  Saint-Pierre / Maison d'Arrêt de Saint-Pierre-de-la-Réunion","1 Rue de Cayenne",97416,-21.3414,55.4661,
1934,"CP - Majicavo Lamir / Maison d'arrêt de Majicavo Lamir"," Majicavo Lamir",97610,-12.7533,45.2303,
2219,"Grand centre LA ROCHE SUR YON (en cours de déclaration) "," Parc de Beaupuy",85155,46.7104,-1.43315,
826,"Centre de vaccination de PASSY - Parvis des Fiz","255 R Arsene Poncet",74208,45.9135,6.70375,https://partners.doctolib.fr/centre-de-sante/sallanches/centre-de-vaccination-covid-19-ville-de-sallanches?speciality_id=5494&enable_cookies_consent=1
990099181,Togo," ",99TGO,0,0,
1892,"CD - Centre de Détention d'Eysses / Centre de Détention d'Eysses-Villeneuve-sur-Lot"," Rue des Martyrs de la Résistance",47323,44.4174,0.718365,
990099182,Tonga," ",99TON,0,0,
1931,"CP - US Saint-Denis / Maison d'Arrêt de Saint-Pierre-de-la-Réunion","1 Rue de Cayenne",97416,-21.3414,55.4661,
1003,"Salle Osco Manosco","484 Avenue du Moulin Neuf",04112,43.8283,5.79673,https://www.maiia.com/centre-de-vaccination/04100-manosque/centre-de-vaccination---manosque
2232,"Grand centre 71N","3 Place de l’Hotel de Ville",71076,46.7808,4.85352,
2233,"Grand centre 71S","322 Quai Lamartine",71270,46.3032,4.8327,
2234,"Grand centre 39","6 Avenue du 44ème Régiment d’Infanterie",39300,46.6716,5.55874,
990099183,Trinité-et-Tobago," ",99TTO,0,0,
2237,"Grand centre 90"," ",90010,47.6377,6.86295,
990099184,Tunisie," ",99TUN,0,0,
990099185,Turkménistan," ",99TKM,0,0,
990099186,Turquie," ",99TUR,0,0,
990099187,Tuvalu," ",99TUV,0,0,
990099188,Ukraine," ",99UKR,0,0,
990099191,Vatican," ",99VAT,0,0,
990099189,Uruguay," ",99URY,0,0,
2146,"Grand centre - en attente (18)"," ",18033,47.0801,2.39896,
990099190,Vanuatu," ",99VUT,0,0,
1367,"CV éphémère - Lignières","2 Rue du Docteur Bonnet",18127,46.7507,2.17611,https://partners.doctolib.fr/centre-de-vaccinations-internationales/lignieres/centre-covid-19-mairie-de-lignieres?pid=practice-170325&enable_cookies_consent=1
185,"Centre de vaccination du CH du Puy en Velay (Emile Roux)"," Stade Charles MASSOT - Place de la libération",43157,45.0471,3.8747,https://partners.doctolib.fr/hopital-public/espaly-saint-marcel/centre-de-vaccination-covid-19-ch-puy-en-velay?pid=practice-164904?speciality_id=5494&enable_cookies_consent=1
876,"Centre de vaccination de Villers-les-Nancy - salle Jean Ferrat","6 Rue Albert 1er",54578,48.6704,6.14686,https://partners.doctolib.fr/vaccination-covid-19/villers-les-nancy/centre-de-vaccination-covid-19-placieux?pid=practice-188264&enable_cookies_consent=1
990099192,Vénézuéla," ",99VEN,0,0,
990099193,Vietnam," ",99VNM,0,0,
990099194,Yémen," ",99YEM,0,0,
2266,"Très grand centre"," ",91549,48.6399,2.32923,
2211,"Centre fermé","22 Cours Camou",64445,43.2996,-0.376652,
990099195,Zambie," ",99ZMB,0,0,
990099196,Zimbabwé," ",99ZWE,0,0,
1781,"MA - US de la Maison d'Arrêt de Bonneville / Maison d'Arrêt de Bonneville"," R Pertuiset",74042,46.0777,6.41095,
880,"Saint-Max - Château du Pont de la Meurthe","2 Av Carnot",54482,48.6995,6.20408,https://partners.doctolib.fr/vaccination-covid-19/villers-les-nancy/centre-de-vaccination-covid-19-villers-les-nancy-clairlieu-villers-les-nancy?pid=practice-188268&enable_cookies_consent=1
2417,"Centre de vaccination éphémère de Villers en Arthies ","20 Route de Vétheuil",95676,49.0865,1.72353,
2418,"Equipe mobile Métropôle de Lyon","20 Rue du Lac",69383,45.7581,4.8544,
2061,"Centre de vaccination COVID 19 : site des Makes","3 Rue Paul Hermann",97414,-21.2069,55.4039,https://vaccination-covid.keldoc.com/cabinet-medical/saint-louis-97421/centre-de-vaccination-ephemere-mairie-annexe-des-makes/centre-de-vaccination-ephemere-mairie-annexe-des-makes?cabinet=17303&specialty=496
2703,"Centre vaccination CAP 3000"," Avenue Eugène Donadei",06123,43.6592,7.19537,
2713,"Centre de vaccination de Sommières","245 Boulevard Ernest François - salle polyvalente",30321,43.781,4.09116,https://partners.doctolib.fr/vaccination-covid-19/sommieres/centre-de-vaccination-covid-19-centre-de-vaccination-de-sommieres?pid=practice-196334&enable_cookies_consent=1
747,"Centre de vaccination de Morteau","1 Rue du Stade",25411,47.0535,6.6055,https://partners.doctolib.fr/centre-de-sante/morteau/cvc-morteau?speciality_id=5494&enable_cookies_consent=1
984,"Clinique Esquirol Saint Hilaire","1 Rue Docteur et Madame Delmas",47001,44.1858,0.629352,https://partners.doctolib.fr/clinique-privee/agen/centre-de-vaccination-covid-clinique-esquirol-saint-hilaire-elsan?speciality_id=5494&enable_cookies_consent=1
2422,"Centre de vaccination - en attente (18)"," ",18033,47.08,2.39902,
172,"CH AGEN","21 Route Villeneuve rn 21",47001,44.2168,0.636113,https://partners.doctolib.fr/hopital-public/agen/centre-hospitalier-agen-vaccination-covid?pid=practice-122522&enable_cookies_consent=1
2423,"Centre de Vaccination du Groupement OUEST : Vaccin OUEST"," Centre de secours de Toulon Centre - Avenue de l’Infanterie de Marine",83137,43.1172,5.93555,
2424,"Centre de Vaccination du Groupement CENTRE : Vaccin CENTRE"," DN 97 - Quartier les Retraches",83073,43.3938,6.31094,
2032,"Centre de vaccination de DORMANS - Salle des fêtes","28 Avenue de Paris",51217,49.0733,3.63718,https://partners.doctolib.fr/centre-de-sante/dormans/centre-de-vaccination-covid-ville-de-dormans?pid=practice-176949&enable_cookies_consent=1
2711,"préfecture/cité administrative","1 Boulevard de France",91228,48.6289,2.43454,
715,"Centre de vaccination d'Albigny sur Saone - Centre Hospitalier gériatrique du Mont d'Or - Pavillon Violette"," Chemin Notre-Dame",69003,45.8595,4.83325,https://partners.doctolib.fr/vaccination-covid-19/albigny-sur-saone/centre-de-vaccination-covid-19-ch-montdor?pid=practice-201257&enable_cookies_consent=1
2271,"Grand centre de vaccination de la Grande Halle d'Auvergne"," Plaine de Sarliève",63124,45.7409,3.1545,https://partners.doctolib.fr/centre-de-sante/cournon-d-auvergne/centre-de-vaccination-covid-19-grande-halle-d-auvergne?pid=practice-182251&enable_cookies_consent=1
2427,"Centre de vaccination éphémère Mairie de Chateaudun"," Salle Gaston Couté Quartier Beauvoir",28088,48.0704,1.3277,
2714,"DIJON - Toison d'Or - Porte 8"," route de langres",21231,47.3562,5.05051,
1499,"CH Châlons en Champgane","51 Rue du Commandant Derrien",51108,48.9714,4.37206,https://partners.doctolib.fr/hopital-public/chalons-en-champagne/centre-de-vaccination-covid-19-ch-chalons-en-champagne?pid=practice-170990&enable_cookies_consent=1
2598,"Centre de vaccination de l'URPS-ML","119 Laffont",97101,16.2391,-61.5244,
829,"Centre de vaccination de l'Hôpital privé de la Loire ","39 Boulevard de la Palle",42218,45.4279,4.4171,https://partners.doctolib.fr/clinique-privee/saint-etienne/centre-de-vaccination-covid-hopital-prive-de-la-loire-saint-etienne?speciality_id=5494&enable_cookies_consent=1
873,"CHENOVE Salle des fêtes"," Place Pierre Meunier",21166,47.2936,5.00611,https://partners.doctolib.fr/maison-de-sante/dijon/cpts-de-dijon-vaccination-covid-19?pid=practice-164125&enable_cookies_consent=1
2702,"Centre commercial Agora Evry","98 Allee des Champs Elysees (Courcouronnes)",91228,48.631,2.4244,
704,"Centre de vaccination de Sain Bel   "," Allee des Grands Champs",69171,45.8248,4.59858,https://partners.doctolib.fr/centre-de-vaccinations-internationales/l'arbresle/centre-de-vaccination-covid-19-l-arbresle?pid=practice-165179?speciality_id=5494&enable_cookies_consent=1
2428,"Dpt 35 - Opérations éphémères non rattachées à un CDV","5 Rue de l’Horloge",35238,48.1113,-1.68008,
2432,"Dpt 56 - Opérations ""Aller-vers"" non rattachées à un CDV"," ",56260,47.6583,-2.76076,
2429,"Dpt 22 - Opérations ""Aller-vers"" non rattachées à un CDV","5 Rue Henri Servain",22278,48.5136,-2.76402,
565,"Centre de Vaccination d'Héricourt","5 Rue Martin Niemoller",70285,47.5683,6.76232,https://partners.doctolib.fr/vaccination-covid-19/hericourt/centre-de-vaccination-covid-19-d-hericourt?pid=practice-164563&enable_cookies_consent=1
2277,"Maison de santé pluridisciplinaire de Salignac-Eyvigues","6 pech fourcou",24516,44.9753,1.32142,https://partners.doctolib.fr/centre-de-sante/salignac-eyvigues/centre-de-vaccination-covid-19-salignac-eyvigues-msa-services?pid=practice-181858&enable_cookies_consent=1
2577,Vaccinobus76," ",76540,49.4431,1.1,https://partners.doctolib.fr/vaccination-covid-19/val-de-scie/centre-de-vaccination-covid-19-vaccinobus-76?pid=practice-202748&enable_cookies_consent=1
1813,"MA - US REIMS / Maison d'Arrêt de Reims","23 Boulevard Robespierre",51454,49.2704,4.02826,
2705,"centre commercial les Ulis 2","1 Rue d’Aubrac",91692,48.6766,2.17188,
2716,"centre de vaccination de FERE-CHAMPENOISE","384 Rue de la Libération",51248,48.7512,3.99393,https://partners.doctolib.fr/vaccination-covid-19/fere-champenoise/centre-de-vaccination-de-fere-champenoise?pid=practice-194953&enable_cookies_consent=1
2581,"Centre de vaccination - Hôpital Pierre Garraud HCL","136 Rue Commandant Charcot",69385,45.7472,4.78964,
1647,"Centre de vaccination Courville-sur-Eure - Gymnase communal"," Rue des Planches",28116,48.4499,1.23993,https://partners.doctolib.fr/centre-de-sante/courville-sur-eure/centre-de-vaccination-covid-19-courville-sur-eure?pid=practice-183879&enable_cookies_consent=1
1835,"CP - MAUBEUGE / Centre Pénitentiaire de Maubeuge"," Route d?Assevent",59392,50.2855,3.99663,
2720,"Lieu de vaccination de Bar-le-Duc centre - Theuriet","44 Rue André Theuriet",55029,48.7722,5.16615,https://www.maiia.com/centre-de-vaccination/55000-bar-le-duc/maison-medicale---bar-le-duc
2559,"Centre de vaccination itinérant SST2A"," Rue Paul Colonna d'Istria",2A004,41.9334,8.73879,
2718,"Equipe mobile Protection civile 92","1 Place de l’Hôtel de Ville",92050,48.8921,2.20764,
1376,"Centre éphémère de vaccination de Deshaies","Lotissement Forban Rue des Acacias",97111,16.3127,-61.791,https://partners.doctolib.fr/centre-de-sante/deshaies-guadeloupe/centre-de-vaccination-covid-de-deshaies?pid=practice-166448&enable_cookies_consent=1
1065,"Centre de Dampierre","12 rue du Grand Verger",39190,47.1553,5.74054,https://partners.doctolib.fr/centre-de-sante/dole/ars-de-bourgogne-franche-comte?pid=practice-165291&?speciality_id=5494&enable_cookies_consent=1
2719,"Service de Santé au Travail GEST 05 GAP (réservé au public prioritaire)","27 Rue du Forest d’Entrais",05061,44.571,6.09209,https://partners.doctolib.fr/vaccination-covid-19/gap/centre-de-vaccination-covid-19-gap?pid=practice-197711&enable_cookies_consent=1
2709,"Centre de vaccination - Base de loisirs Cergy-Neuville","1 Rue des Etangs",95127,49.0235,2.05615,
2144,"Equipe mobile de vaccination - opération Gabarret","131 Rue d’Armagnac",40102,43.985,0.0110737,
2721,"Centre de vaccination de Roquemaure"," Route de Nimes",30221,44.0458,4.77349,
1149,"Centre de vaccination de Toul - Gymnase Maîtrepierre"," Rue de la Champagne",54528,48.6824,5.89956,https://partners.doctolib.fr/vaccination-covid-19/neuves-maisons/centre-de-vaccination-covid-19-ville-de-toul-gymnase-maitrepierre?pid=practice-188308&enable_cookies_consent=1
2722,"centre de vaccination de Saint-Jean du Gard"," Avenue de la Résistance",30269,44.1032,3.88154,
2154,"Bus Vaccination 92","28 Allée d’Aquitaine",92050,48.9015,2.21653,https://partners.doctolib.fr/centre-de-vaccinations-internationales/gennevilliers/centre-de-vaccination-covid-19-gymnase-paul-langevin?pid=practice-181999&enable_cookies_consent=1
1155,"CH de Pont-à-Mousson","1 Place Colombe",54431,48.9058,6.05115,https://partners.doctolib.fr/vaccination-covid-19/pont-a-mousson/centre-de-vaccination-covid-19-ch-de-pont-a-mousson?pid=practice-188442&enable_cookies_consent=1
2455,"Centre de vaccination ambulatoire de Montmagny","6 Rue de Montmorency",95427,48.9755,2.34419,
2723,"centre de vaccination Saint-Jean du Gard"," Avenue de la Résistance",30269,44.1032,3.88154,
2444,"QUETIGNY Espace Montessori","1 Rue du Midi",21515,47.313,5.10681,https://partners.doctolib.fr/centre-de-sante/quetigny/centre-de-vaccination-covid-19-de-quetigny?pid=practice-183679&enable_cookies_consent=1
40,"RENNES CHU Site Pontchaillou","2 Rue Henri le Guilloux",35238,48.1192,-1.69278,https://partners.doctolib.fr/hopital-public/rennes/chu-rennes-centre-de-vaccination-anti-covid?pid=practice-162489&enable_cookies_consent=1
227,"Centre de vaccination d'Epinal (CH Emile Durkheim)","3 Avenue Robert Schuman",88160,48.1794,6.4541,https://partners.doctolib.fr/hopital-public/épinal/ch-emile-durkheim?speciality_id=5494&enable_cookies_consent=1
2206,"centre de vaccination du SDIS - Bassin de Saint-Maixent-L'Ecole","8 Chemin des Grandes Vignes",79189,46.4118,-0.176565,https://partners.doctolib.fr/centre-de-sante/vouille/centre-de-vaccination-covid-19-sdis-79?pid=practice-179575&enable_cookies_consent=1
2166,"Centre de vaccination mobile SDIS 01","45 Avenue Alsace Lorraine",01053,46.2025,5.22192,
2724,"centre de vaccination SDIS"," ",30189,43.8367,4.36006,
2184,"Centre de vaccination de la Métropole Troyenne (CUBE parc des expos)","20 Rue des Gayettes",10387,48.2896,4.06988,https://partners.doctolib.fr/centre-de-sante/troyes/centre-de-vaccination-covid-troyes-champagne-metropole-ex-lidl?pid=practice-175998&enable_cookies_consent=1
2725,"CV Service départemental d'incendie et de secours ","1 Rue Aristide Berges",11069,43.2083,2.31997,
1770,"MA - US MA de Grenoble-Varces / Maison d'Arrêt de Grenoble-Varces"," Le Grand Pré",38524,45.087,5.69137,
2530,"UHSI MARSEILLE","80 Rue Brochier",13205,43.2913,5.39369,
2543,"UHSA NANCY LAXOU","3 Av Paul Deroulede",54304,48.6851,6.15198,
465,"Clinique Epernay","10 Rue de la Côte Legris",51230,49.0485,3.9505,https://partners.doctolib.fr/centre-de-vaccinations-internationales/épernay/centre-de-vaccination-ville-d-epernay?speciality_id=5494&enable_cookies_consent=1
907,"Centre de vaccination - René Tys (entrée parking René Thys)"," Avenue Paul Marchandeau",51454,49.2437,4.02692,https://partners.doctolib.fr/vaccination-covid-19/reims/centres-de-vaccination-grand-reims?pid=practice-164809&enable_cookies_consent=1
1085,"Lieu de vaccination de Revigny sur Ornain (ancien Netto)","6 Avenue Victor Hugo",55427,48.8198,4.98801,https://www.maiia.com/centre-de-vaccination/55800-revigny-sur-ornain/centre-de-vaccination---revigny-sur-ornain
2726,"VACCIBUS CHALON","13 Rue Claude Perry",71076,46.7852,4.83843,
1084,"Centre Hospitalier Mont Saint Martin (3ème étage)","4 Rue Alfred Labbé",54382,49.5374,5.78087,https://partners.doctolib.fr/centre-de-vaccinations-internationales/nancy/nancy-chru-nancy-centre-de-vaccination-covid-meurthe-et-moselle-nancy?pid=practice-165708&enable_cookies_consent=1
673,"Centre de vaccination COVID - AIX LES BAINS"," RUE JEAN MONARD",73008,45.6968,5.90731,https://partners.doctolib.fr/centre-de-sante/aix-les-bains/centre-de-vaccination-covid-19-mairie-aix-les-bains?pid=practice-182772&enable_cookies_consent=1
1276,"Centre de vaccination de Réguisheim","10 Rue de la Forêt",68266,47.8935,7.34817,https://partners.doctolib.fr/centre-de-sante/reguisheim/centre-de-vaccination-covid-19-espace-trois-coeur-reguisheim?pid=practice-166677&enable_cookies_consent=1
1596,"Centre de vaccination de Sainte Foy-l'Argentière- salle du club","109 Impasse du Parc",69201,45.7075,4.47314,https://partners.doctolib.fr/centre-de-vaccinations-internationales/sainte-foy-l-argentiere/centre-de-vaccination-covid-19-sainte-foy-l-argentiere?pid=practice-167642&enable_cookies_consent=1
1232,"Centre de vaccination de Thionville - Clinique Notre-Dame","3 Rue Paul Albert",57672,49.3566,6.15604,https://partners.doctolib.fr/clinique-privee/thionville/centre-de-vaccination-thionville-elsan?speciality_id=5494&enable_cookies_consent=1
975,"Espace culturel et sportif FLEURANCE"," Avenue Pierre de Coubertin",32132,43.8523,0.664874,https://partners.doctolib.fr/centre-de-sante/mirande/centre-de-vaccination-covid-19-cd-32-gers?pid=practice-165026&enable_cookies_consent=1
1237,"Centre Hospitalier VITRY-LE-FRANCOIS","2 Rue Charles Simon",51649,48.7151,4.598,https://partners.doctolib.fr/hopital-public/vitry-le-francois/centre-de-vaccination-covid-19-ch-vitry-le-francois?pid=practice-164169&enable_cookies_consent=1
1285,"Lieu de vaccination de MONTMEDY (salle des fêtes)"," Place Eugène Tronville",55351,49.5212,5.36862,https://www.maiia.com/centre-de-vaccination/55600-montmedy/centre-de-vaccination---montmedy-et-marville
1286,"Lieu de vaccination de SPINCOURT - MSP","9 Chemin du Mont",55500,49.3323,5.66268,
89,"Nancy - Tour Marcel Brot","1 Rue Joseph Cugnot",54395,48.6779,6.20247,https://partners.doctolib.fr/vaccination-covid-19/nancy/centre-de-vaccination-covid-19-chru-nancy-marcel-brot?speciality_id=5494&enable_cookies_consent=1
1424,"Le Neubourg - salle du haut phare"," Rue Jean de la Fontaine",27428,49.1402,0.909416,https://partners.doctolib.fr/hopital-public/evreux/ch-eure-seine-centre-de-vaccination-covid-vacci-covid-27?pid=practice-171237&enable_cookies_consent=1
1226,"Centre de vaccination de Wasselonne ","1 Rue de Cosswiller",67520,48.6372,7.44354,https://partners.doctolib.fr/centre-de-sante/wasselonne/centre-de-vaccination-covid-mossig-et-vignoble?pid=practice-164920&enable_cookies_consent=1
2566,"Centre de vaccination de Camaret -"," Espace René Roussière – Avenue du Général de Gaule",84029,44.165,4.87774,
1229,"Centre de vaccination de Lingolshein","27 Rue du Travail",67267,48.5617,7.68324,https://partners.doctolib.fr/maison-de-sante/lingolsheim/centre-de-vaccination-anti-covid-de-lingolsheim?speciality_id=5494&enable_cookies_consent=1
1289,"Centre de vaccination COSEC Roger Marche VILLERS-SEMEUSE"," Route Nationale",08480,49.7427,4.73896,https://partners.doctolib.fr/centre-de-sante/sedan/centre-de-vaccination-covid-ars-ardennes?pid=practice-165006&enable_cookies_consent=1
1291,"MSP Buzancy","2 Rue Nouvelle",08089,49.4274,4.95336,https://partners.doctolib.fr/centre-de-sante/sedan/centre-de-vaccination-covid-ars-ardennes?pid=practice-167626&enable_cookies_consent=1
1317,"MSP Mouzon","6 Rue Jean Claude Stoltz",08311,49.6062,5.07247,https://partners.doctolib.fr/centre-de-sante/sedan/centre-de-vaccination-covid-ars-ardennes?pid=practice-167409&enable_cookies_consent=1
1318,"MSP Signy L'Abbaye","48 Rue de Rethel",08419,49.696,4.42296,https://partners.doctolib.fr/centre-de-sante/sedan/centre-de-vaccination-covid-ars-ardennes?pid=practice-167625&enable_cookies_consent=1
1320,"Centre de vaccination d'AUBRIVES"," Rue Francis Poulenc",08028,50.1047,4.75194,https://partners.doctolib.fr/centre-de-sante/sedan/centre-de-vaccination-covid-ars-ardennes?pid=practice-167628&enable_cookies_consent=1
1520,"Centre de vaccination de Sézanne","8 Rue du Capitaine Faucon",51535,48.7231,3.72201,https://partners.doctolib.fr/centre-de-sante/sezanne/centre-de-vaccination-sezanne?pid=practice-173465&enable_cookies_consent=1
1522,"Centre de vaccination de Montmirail - Salle Roger Perrin","17 Avenue Charles de Gaulle",51380,48.8727,3.5324,https://partners.doctolib.fr/centre-de-sante/montmirail/centre-de-vaccination-montmirail?pid=practice-173462&enable_cookies_consent=1
2556,"Centre Les Haras","23 Rue des Glacières",67482,48.577,7.7423,https://partners.doctolib.fr/centre-de-sante/strasbourg/centre-de-vaccination-covid-haras?pid=practice-186688&enable_cookies_consent=1
1509,"Centre de Vaccination  Internationale des HUS","1 Place de l’Hôpital",67482,48.5774,7.74908,https://partners.doctolib.fr/hopital-public/strasbourg/chru-strasbourg-centre-de-vaccination-aztrazeneca-reserve-aux-professionnels-de-sante?pid=practice-163584&enable_cookies_consent=1
1426,"SETE CENTRE DE VACCINATION ASTRA ZENECA"," avenue de Cayenne",34301,43.4121,3.69689,https://partners.doctolib.fr/hopital-public/sete/centre-hospitalier-du-bassin-de-thau-vaccination-covid-19?pid=practice-163105&enable_cookies_consent=1
1552,"Centre de vaccination de Montigny-les-Metz (Salle de la Paix, Espace Europa)","73 Rue de Pont-a-Mousson",57480,49.1028,6.15823,https://partners.doctolib.fr/centre-de-sante/montigny-les-metz/centre-vaccination-espace-europa?pid=practice-173038&enable_cookies_consent=1
1593,"Centre de vaccination de REVIN","46 Avenue Jean-Baptiste Clément",08363,49.937,4.64039,https://partners.doctolib.fr/centre-de-sante/sedan/centre-de-vaccination-covid-ars-ardennes?pid=practice-172671&enable_cookies_consent=1
2130,"Centre de vaccination COVID Ad Hoc de La Motte Servolex","175 Che du Picolet",73179,45.5955,5.87372,https://partners.doctolib.fr/centre-de-sante/chambery/centre-de-vaccination-grand-chambery?pid=practice-178867&enable_cookies_consent=1
903,"Centre de vaccination de Mazamet - Palais des Congrès"," Rue Jean Assemat",81163,43.4951,2.37707,https://partners.doctolib.fr/centre-de-sante/mazamet/centre-de-vaccination-covid-19-centre-de-vaccination-de-mazamet?pid=practice-181262&enable_cookies_consent=1
193,"Centre de vaccination du pays de Saverne","1 Rue des Dragons",67437,48.7399,7.35944,https://partners.doctolib.fr/vaccination-covid-19/monswiller/centre-de-vaccination-covid-19-zornhoff-monswiller?pid=practice-191658&enable_cookies_consent=1
1019,"GIGNAC CENTRE DE VACCINATION","187 Place de l’Etoile",34114,43.6517,3.54312,https://partners.doctolib.fr/centre-depistage-covid/gignac/cc-vallee-herault-vaccination-covid?pid=practice-164133?speciality_id=5494&enable_cookies_consent=1
1211,"Communauté Professionnelle Territoriale de Santé Sud Allier","3 bis Route de Moulins",03254,46.3134,3.28717,https://partners.doctolib.fr/centre-de-vaccinations-internationales/saint-pourcain-sur-sioule/centre-de-vaccination-covid-19-saint-pourcain-sioule?speciality_id=5494&enable_cookies_consent=1
2615,"Centre de vaccination Covid-19  Salle des fêtes ""les Goménolés"" Plaine des Palmistes","12 Rue des Gomenoles",97406,-21.1357,55.621,https://vaccination-covid.keldoc.com/cabinet-medical/la-plaine-des-palmistes-97431/centre-de-vaccination-ephemere-de-la-plaine-des-palmistes/centre-de-vaccination-ephemere-de-la-plaine-des-palmistes?cabinet=25964&specialty=496
1711,"Centre de vaccination de Serémange-Erzange","9 Rue Charles de Gaulle",57647,49.3188,6.10101,https://partners.doctolib.fr/centre-de-vaccinations-internationales/seremange-erzange/centre-de-vaccination-covid-19-cavf?pid=practice-173716&enable_cookies_consent=1
1594,"MSP SAINT-GERMAINMONT","4 Rue Brennus Delaitre",08381,49.5058,4.1314,https://partners.doctolib.fr/centre-de-sante/sedan/centre-de-vaccination-covid-ars-ardennes?pid=practice-174613&enable_cookies_consent=1
1738,"Centre de Vaccination de Mourmelon Le Grand - Espace culturel Napoléon III"," Rue du Général Gouraud",51388,49.1359,4.36493,https://partners.doctolib.fr/centre-de-sante/mourmelon-le-grand/centre-de-vaccination-covid-19-espace-culturel-napoleon-3?pid=practice-176281&enable_cookies_consent=1
